date_from,date_to,tier,map,legend,abi_1,abi_2,charm_1,charm_2,match_count,win_count
2023-11-05,2023-11-12,platinum3,4007,132,2,1,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,132,2,1,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,132,2,1,4,2,2,1
2023-11-05,2023-11-12,platinum3,4005,132,2,1,4,2,2,1
2023-11-05,2023-11-12,platinum3,4009,132,2,1,4,2,2,2
2023-11-05,2023-11-12,platinum3,4008,132,2,1,4,2,3,3
2023-11-05,2023-11-12,platinum3,4006,132,2,1,4,2,1,1
2023-11-05,2023-11-12,platinum3,4007,132,2,1,4,2,3,1
2023-11-05,2023-11-12,platinum3,4008,132,2,4,2,5,1,0
2023-11-05,2023-11-12,platinum3,4008,132,2,5,4,2,1,1
2023-11-05,2023-11-12,platinum3,4007,132,2,5,5,2,1,1
2023-11-05,2023-11-12,platinum3,4005,132,3,4,3,4,1,0
2023-11-05,2023-11-12,platinum3,4005,132,4,1,6,1,1,1
2023-11-05,2023-11-12,platinum3,4007,132,4,2,3,6,1,1
2023-11-05,2023-11-12,platinum3,4009,132,4,2,3,6,5,0
2023-11-05,2023-11-12,platinum3,4003,132,4,2,3,6,4,3
2023-11-05,2023-11-12,platinum3,4006,132,4,2,3,6,1,0
2023-11-05,2023-11-12,platinum3,4005,132,4,2,3,6,1,1
2023-11-05,2023-11-12,platinum3,4007,132,4,3,3,6,3,1
2023-11-05,2023-11-12,platinum3,4009,132,4,3,3,6,1,0
2023-11-05,2023-11-12,platinum3,4006,132,4,3,3,6,6,3
2023-11-05,2023-11-12,platinum3,4003,132,4,3,3,6,2,2
2023-11-05,2023-11-12,platinum3,4009,132,4,5,1,3,1,1
2023-11-05,2023-11-12,platinum3,4005,132,4,5,1,3,1,0
2023-11-05,2023-11-12,platinum3,4008,132,4,5,1,3,3,2
2023-11-05,2023-11-12,platinum3,4007,132,4,5,1,3,2,1
2023-11-05,2023-11-12,platinum3,4003,132,4,5,2,1,2,0
2023-11-05,2023-11-12,platinum3,4008,132,4,5,2,1,1,1
2023-11-05,2023-11-12,platinum3,4005,132,4,5,2,1,1,1
2023-11-05,2023-11-12,platinum3,4005,132,4,5,2,5,3,0
2023-11-05,2023-11-12,platinum3,4005,132,4,5,2,6,1,1
2023-11-05,2023-11-12,platinum3,4007,132,4,5,2,6,1,1
2023-11-05,2023-11-12,platinum3,4003,132,4,5,2,6,1,0
2023-11-05,2023-11-12,platinum3,4007,132,4,5,3,2,1,1
2023-11-05,2023-11-12,platinum3,4005,132,4,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,132,4,5,3,6,1,0
2023-11-05,2023-11-12,platinum3,4009,132,4,5,3,6,1,0
2023-11-05,2023-11-12,platinum3,4008,132,4,5,4,2,1,0
2023-11-05,2023-11-12,platinum3,4009,132,4,5,4,2,1,0
2023-11-05,2023-11-12,platinum3,4003,132,4,5,4,2,1,1
2023-11-05,2023-11-12,platinum3,4005,132,4,5,4,2,3,2
2023-11-05,2023-11-12,platinum3,4006,132,4,5,5,2,1,0
2023-11-05,2023-11-12,platinum3,4006,132,4,5,5,4,2,0
2023-11-05,2023-11-12,platinum3,4006,132,4,5,6,4,1,0
2023-11-05,2023-11-12,platinum3,4007,132,5,1,2,1,1,1
2023-11-05,2023-11-12,platinum3,4005,132,5,1,2,1,1,1
2023-11-05,2023-11-12,platinum3,4006,132,5,1,2,4,5,1
2023-11-05,2023-11-12,platinum3,4007,132,5,1,2,4,2,1
2023-11-05,2023-11-12,platinum3,4005,132,5,1,2,4,4,4
2023-11-05,2023-11-12,platinum3,4009,132,5,1,2,4,4,2
2023-11-05,2023-11-12,platinum3,4006,132,5,1,3,1,1,0
2023-11-05,2023-11-12,platinum3,4005,132,5,1,3,1,1,0
2023-11-05,2023-11-12,platinum3,4006,132,5,1,3,2,1,1
2023-11-05,2023-11-12,platinum3,4009,132,5,1,4,6,1,0
2023-11-05,2023-11-12,platinum3,4003,132,5,1,5,4,1,0
2023-11-05,2023-11-12,platinum3,4005,132,5,1,5,4,1,0
2023-11-05,2023-11-12,platinum3,4006,132,5,2,2,4,1,0
2023-11-05,2023-11-12,platinum3,4007,132,5,2,4,5,1,0
2023-11-05,2023-11-12,platinum3,4003,132,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum3,4006,132,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum3,4005,132,5,4,1,2,2,1
2023-11-05,2023-11-12,platinum3,4009,132,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum3,4007,132,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum3,4008,132,5,4,1,4,2,1
2023-11-05,2023-11-12,platinum3,4005,132,5,4,1,4,1,0
2023-11-05,2023-11-12,platinum3,4008,132,5,4,2,1,1,0
2023-11-05,2023-11-12,platinum3,4007,132,5,4,2,1,1,1
2023-11-05,2023-11-12,platinum3,4003,132,5,4,2,1,2,0
2023-11-05,2023-11-12,platinum3,4006,132,5,4,2,1,2,2
2023-11-05,2023-11-12,platinum3,4008,132,5,4,2,3,1,1
2023-11-05,2023-11-12,platinum3,4006,132,5,4,2,3,1,1
2023-11-05,2023-11-12,platinum3,4007,132,5,4,2,3,2,1
2023-11-05,2023-11-12,platinum3,4009,132,5,4,2,3,1,1
2023-11-05,2023-11-12,platinum3,4003,132,5,4,2,5,1,0
2023-11-05,2023-11-12,platinum3,4006,132,5,4,2,5,1,0
2023-11-05,2023-11-12,platinum3,4007,132,5,4,2,5,1,1
2023-11-05,2023-11-12,platinum3,4009,132,5,4,2,5,2,2
2023-11-05,2023-11-12,platinum3,4003,132,5,4,3,2,1,1
2023-11-05,2023-11-12,platinum3,4008,132,5,4,3,2,1,0
2023-11-05,2023-11-12,platinum3,4007,132,5,4,4,1,1,1
2023-11-05,2023-11-12,platinum3,4005,132,5,4,4,1,1,0
2023-11-05,2023-11-12,platinum3,4003,132,5,4,4,1,2,1
2023-11-05,2023-11-12,platinum3,4009,132,5,4,4,1,3,2
2023-11-05,2023-11-12,platinum3,4006,132,5,4,4,1,3,2
2023-11-05,2023-11-12,platinum3,4008,132,5,4,4,3,1,0
2023-11-05,2023-11-12,platinum3,4009,132,5,4,5,1,1,0
2023-11-05,2023-11-12,platinum3,4003,132,5,4,5,1,1,1
2023-11-05,2023-11-12,platinum3,4005,132,5,4,6,4,1,0
2023-11-05,2023-11-12,platinum3,4009,132,5,4,6,5,1,1
2023-11-05,2023-11-12,platinum3,4005,132,5,4,6,5,1,0
2023-11-05,2023-11-12,platinum3,4008,132,5,4,6,5,1,1
2023-11-05,2023-11-12,platinum3,4006,133,1,4,1,3,1,0
2023-11-05,2023-11-12,platinum3,4008,133,1,4,1,3,1,0
2023-11-05,2023-11-12,platinum3,4006,133,1,4,4,1,1,0
2023-11-05,2023-11-12,platinum3,4008,133,1,4,5,6,1,0
2023-11-05,2023-11-12,platinum3,4003,133,1,5,2,5,1,1
2023-11-05,2023-11-12,platinum3,4007,133,1,5,2,5,1,0
2023-11-05,2023-11-12,platinum3,4009,133,1,5,2,5,3,1
2023-11-05,2023-11-12,platinum3,4005,133,1,5,2,5,2,1
2023-11-05,2023-11-12,platinum3,4003,133,1,5,2,6,1,1
2023-11-05,2023-11-12,platinum3,4006,133,2,4,2,3,1,1
2023-11-05,2023-11-12,platinum3,4007,133,2,4,2,3,2,1
2023-11-05,2023-11-12,platinum3,4005,133,2,5,1,3,1,1
2023-11-05,2023-11-12,platinum3,4008,133,2,5,1,3,1,0
2023-11-05,2023-11-12,platinum3,4009,133,2,5,1,3,1,0
2023-11-05,2023-11-12,platinum3,4007,133,2,5,1,4,1,1
2023-11-05,2023-11-12,platinum3,4005,133,2,5,1,4,1,0
2023-11-05,2023-11-12,platinum3,4003,133,2,5,1,5,3,2
2023-11-05,2023-11-12,platinum3,4008,133,2,5,1,5,1,0
2023-11-05,2023-11-12,platinum3,4006,133,2,5,1,5,3,3
2023-11-05,2023-11-12,platinum3,4005,133,2,5,1,5,4,2
2023-11-05,2023-11-12,platinum3,4007,133,2,5,1,5,1,1
2023-11-05,2023-11-12,platinum3,4009,133,2,5,1,5,4,2
2023-11-05,2023-11-12,platinum3,4005,133,2,5,1,6,1,0
2023-11-05,2023-11-12,platinum3,4006,133,2,5,2,1,1,0
2023-11-05,2023-11-12,platinum3,4005,133,2,5,3,2,1,0
2023-11-05,2023-11-12,platinum3,4006,133,2,5,3,2,1,1
2023-11-05,2023-11-12,platinum3,4005,133,2,5,3,4,1,1
2023-11-05,2023-11-12,platinum3,4007,133,2,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4007,133,2,5,3,6,1,1
2023-11-05,2023-11-12,platinum3,4005,133,2,5,4,6,1,0
2023-11-05,2023-11-12,platinum3,4009,133,3,5,4,1,3,1
2023-11-05,2023-11-12,platinum3,4005,133,3,5,4,1,1,0
2023-11-05,2023-11-12,platinum3,4005,133,4,1,2,3,1,1
2023-11-05,2023-11-12,platinum3,4007,133,4,1,2,3,1,0
2023-11-05,2023-11-12,platinum3,4006,133,4,1,2,3,1,0
2023-11-05,2023-11-12,platinum3,4003,133,4,2,2,5,1,0
2023-11-05,2023-11-12,platinum3,4005,133,4,2,3,5,1,0
2023-11-05,2023-11-12,platinum3,4008,133,4,5,1,2,1,1
2023-11-05,2023-11-12,platinum3,4007,133,4,5,1,2,3,3
2023-11-05,2023-11-12,platinum3,4006,133,4,5,2,3,1,0
2023-11-05,2023-11-12,platinum3,4007,133,4,5,2,5,1,1
2023-11-05,2023-11-12,platinum3,4006,133,4,5,2,5,1,0
2023-11-05,2023-11-12,platinum3,4008,133,4,5,3,2,2,2
2023-11-05,2023-11-12,platinum3,4007,133,4,5,3,2,2,1
2023-11-05,2023-11-12,platinum3,4005,133,4,5,3,2,1,0
2023-11-05,2023-11-12,platinum3,4003,133,4,5,3,2,2,1
2023-11-05,2023-11-12,platinum3,4003,133,4,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4005,133,4,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4006,133,4,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4008,133,4,5,3,5,2,1
2023-11-05,2023-11-12,platinum3,4009,133,4,5,3,5,2,2
2023-11-05,2023-11-12,platinum3,4008,133,4,5,3,6,1,1
2023-11-05,2023-11-12,platinum3,4003,133,4,5,3,6,1,0
2023-11-05,2023-11-12,platinum3,4006,133,4,5,6,1,1,0
2023-11-05,2023-11-12,platinum3,4007,133,4,5,6,1,1,0
2023-11-05,2023-11-12,platinum3,4006,133,4,5,6,5,1,1
2023-11-05,2023-11-12,platinum3,4009,133,4,5,6,5,3,0
2023-11-05,2023-11-12,platinum3,4007,133,4,5,6,5,4,4
2023-11-05,2023-11-12,platinum3,4008,133,4,5,6,5,1,1
2023-11-05,2023-11-12,platinum3,4006,133,5,1,5,2,1,1
2023-11-05,2023-11-12,platinum3,4005,133,5,1,5,2,1,1
2023-11-05,2023-11-12,platinum3,4009,133,5,1,5,2,1,1
2023-11-05,2023-11-12,platinum3,4005,133,5,2,1,5,2,2
2023-11-05,2023-11-12,platinum3,4006,133,5,2,1,5,3,3
2023-11-05,2023-11-12,platinum3,4003,133,5,2,1,5,1,0
2023-11-05,2023-11-12,platinum3,4007,133,5,2,1,5,3,1
2023-11-05,2023-11-12,platinum3,4009,133,5,2,1,5,2,1
2023-11-05,2023-11-12,platinum3,4008,133,5,2,1,5,2,2
2023-11-05,2023-11-12,platinum3,4009,133,5,2,2,3,1,0
2023-11-05,2023-11-12,platinum3,4003,133,5,2,2,3,1,0
2023-11-05,2023-11-12,platinum3,4005,133,5,2,2,5,3,2
2023-11-05,2023-11-12,platinum3,4007,133,5,2,2,5,4,2
2023-11-05,2023-11-12,platinum3,4003,133,5,2,2,5,2,0
2023-11-05,2023-11-12,platinum3,4009,133,5,2,2,5,6,5
2023-11-05,2023-11-12,platinum3,4006,133,5,2,2,5,4,3
2023-11-05,2023-11-12,platinum3,4008,133,5,2,2,5,2,0
2023-11-05,2023-11-12,platinum3,4003,133,5,2,3,2,1,1
2023-11-05,2023-11-12,platinum3,4006,133,5,2,3,2,2,0
2023-11-05,2023-11-12,platinum3,4005,133,5,2,3,2,1,1
2023-11-05,2023-11-12,platinum3,4009,133,5,2,4,2,2,1
2023-11-05,2023-11-12,platinum3,4007,133,5,2,4,2,1,1
2023-11-05,2023-11-12,platinum3,4005,133,5,2,4,2,1,0
2023-11-05,2023-11-12,platinum3,4008,133,5,2,4,2,1,1
2023-11-05,2023-11-12,platinum3,4006,133,5,2,4,2,1,1
2023-11-05,2023-11-12,platinum3,4003,133,5,2,4,5,1,1
2023-11-05,2023-11-12,platinum3,4007,133,5,2,5,1,2,1
2023-11-05,2023-11-12,platinum3,4006,133,5,2,5,1,1,0
2023-11-05,2023-11-12,platinum3,4003,133,5,2,5,1,1,1
2023-11-05,2023-11-12,platinum3,4008,133,5,2,5,2,1,0
2023-11-05,2023-11-12,platinum3,4008,133,5,2,5,3,1,1
2023-11-05,2023-11-12,platinum3,4003,133,5,2,5,3,1,0
2023-11-05,2023-11-12,platinum3,4006,133,5,2,5,3,1,1
2023-11-05,2023-11-12,platinum3,4006,133,5,2,5,4,4,2
2023-11-05,2023-11-12,platinum3,4003,133,5,2,5,4,2,0
2023-11-05,2023-11-12,platinum3,4005,133,5,2,5,4,1,1
2023-11-05,2023-11-12,platinum3,4008,133,5,2,5,4,4,1
2023-11-05,2023-11-12,platinum3,4007,133,5,2,5,4,7,5
2023-11-05,2023-11-12,platinum3,4009,133,5,2,5,4,1,1
2023-11-05,2023-11-12,platinum3,4009,133,5,3,3,4,2,1
2023-11-05,2023-11-12,platinum3,4005,133,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum3,4008,133,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum3,4008,133,5,4,2,4,1,0
2023-11-05,2023-11-12,platinum3,4007,133,5,4,2,4,1,1
2023-11-05,2023-11-12,platinum3,4009,133,5,4,3,5,1,1
2023-11-05,2023-11-12,platinum3,4007,133,5,4,4,3,1,0
2023-11-05,2023-11-12,platinum3,4003,133,5,4,4,5,1,1
2023-11-05,2023-11-12,platinum3,4009,133,5,4,5,3,1,0
2023-11-05,2023-11-12,platinum3,4005,133,5,4,5,3,2,1
2023-11-05,2023-11-12,platinum3,4007,133,5,4,5,3,1,0
2023-11-05,2023-11-12,platinum3,4006,133,5,4,5,3,1,0
2023-11-05,2023-11-12,platinum3,4005,134,1,2,1,4,1,0
2023-11-05,2023-11-12,platinum3,4008,134,1,2,1,4,1,1
2023-11-05,2023-11-12,platinum3,4009,134,1,3,6,2,1,1
2023-11-05,2023-11-12,platinum3,4006,134,1,5,2,5,1,1
2023-11-05,2023-11-12,platinum3,4005,134,1,5,2,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,1,5,3,2,3,1
2023-11-05,2023-11-12,platinum3,4008,134,1,5,3,2,1,1
2023-11-05,2023-11-12,platinum3,4007,134,1,5,3,2,3,1
2023-11-05,2023-11-12,platinum3,4009,134,1,5,3,2,4,3
2023-11-05,2023-11-12,platinum3,4005,134,1,5,3,4,1,1
2023-11-05,2023-11-12,platinum3,4007,134,1,5,3,5,2,2
2023-11-05,2023-11-12,platinum3,4005,134,1,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,1,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,1,5,3,5,2,2
2023-11-05,2023-11-12,platinum3,4009,134,1,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4005,134,2,1,3,6,1,0
2023-11-05,2023-11-12,platinum3,4009,134,2,1,3,6,1,1
2023-11-05,2023-11-12,platinum3,4009,134,2,5,1,2,1,0
2023-11-05,2023-11-12,platinum3,4007,134,2,5,1,2,1,1
2023-11-05,2023-11-12,platinum3,4006,134,2,5,1,2,1,0
2023-11-05,2023-11-12,platinum3,4005,134,2,5,1,3,1,1
2023-11-05,2023-11-12,platinum3,4008,134,2,5,1,3,1,0
2023-11-05,2023-11-12,platinum3,4008,134,2,5,1,5,1,1
2023-11-05,2023-11-12,platinum3,4006,134,2,5,1,5,1,0
2023-11-05,2023-11-12,platinum3,4005,134,2,5,2,3,1,0
2023-11-05,2023-11-12,platinum3,4009,134,2,5,2,3,1,1
2023-11-05,2023-11-12,platinum3,4003,134,2,5,2,3,1,0
2023-11-05,2023-11-12,platinum3,4006,134,2,5,2,3,1,0
2023-11-05,2023-11-12,platinum3,4005,134,2,5,3,1,2,1
2023-11-05,2023-11-12,platinum3,4008,134,2,5,3,1,1,0
2023-11-05,2023-11-12,platinum3,4007,134,2,5,3,1,2,2
2023-11-05,2023-11-12,platinum3,4006,134,2,5,3,1,2,1
2023-11-05,2023-11-12,platinum3,4003,134,2,5,3,2,1,0
2023-11-05,2023-11-12,platinum3,4006,134,2,5,3,2,1,0
2023-11-05,2023-11-12,platinum3,4005,134,2,5,3,4,1,0
2023-11-05,2023-11-12,platinum3,4009,134,2,5,3,4,1,1
2023-11-05,2023-11-12,platinum3,4005,134,2,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,2,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4008,134,2,5,3,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,2,5,3,5,2,2
2023-11-05,2023-11-12,platinum3,4008,134,2,5,4,5,8,5
2023-11-05,2023-11-12,platinum3,4009,134,2,5,4,5,1,0
2023-11-05,2023-11-12,platinum3,4003,134,2,5,4,5,2,1
2023-11-05,2023-11-12,platinum3,4005,134,2,5,4,5,2,2
2023-11-05,2023-11-12,platinum3,4007,134,2,5,4,5,3,2
2023-11-05,2023-11-12,platinum3,4006,134,2,5,5,1,1,1
2023-11-05,2023-11-12,platinum3,4008,134,2,5,5,1,1,0
2023-11-05,2023-11-12,platinum3,4009,134,2,5,5,1,1,1
2023-11-05,2023-11-12,platinum3,4008,134,2,5,5,3,3,1
2023-11-05,2023-11-12,platinum3,4005,134,2,5,5,3,8,3
2023-11-05,2023-11-12,platinum3,4006,134,2,5,5,3,3,0
2023-11-05,2023-11-12,platinum3,4009,134,2,5,5,3,7,3
2023-11-05,2023-11-12,platinum3,4003,134,2,5,5,3,8,6
2023-11-05,2023-11-12,platinum3,4007,134,2,5,5,3,6,5
2023-11-05,2023-11-12,platinum3,4007,134,3,4,3,4,1,0
2023-11-05,2023-11-12,platinum3,4008,134,3,4,4,2,1,0
2023-11-05,2023-11-12,platinum3,4009,134,3,5,2,4,1,1
2023-11-05,2023-11-12,platinum3,4003,134,3,5,2,4,2,0
2023-11-05,2023-11-12,platinum3,4006,134,3,5,2,4,2,1
2023-11-05,2023-11-12,platinum3,4007,134,3,5,2,4,1,1
2023-11-05,2023-11-12,platinum3,4009,134,3,5,4,1,1,1
2023-11-05,2023-11-12,platinum3,4005,134,4,2,1,4,1,1
2023-11-05,2023-11-12,platinum3,4009,134,4,2,1,4,1,0
2023-11-05,2023-11-12,platinum3,4008,134,4,2,1,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,4,2,2,3,1,0
2023-11-05,2023-11-12,platinum3,4009,134,4,2,2,3,1,0
2023-11-05,2023-11-12,platinum3,4003,134,4,2,4,3,1,1
2023-11-05,2023-11-12,platinum3,4007,134,4,5,2,3,5,2
2023-11-05,2023-11-12,platinum3,4009,134,4,5,2,3,5,2
2023-11-05,2023-11-12,platinum3,4008,134,4,5,2,3,4,2
2023-11-05,2023-11-12,platinum3,4006,134,4,5,2,3,2,1
2023-11-05,2023-11-12,platinum3,4003,134,4,5,2,3,3,2
2023-11-05,2023-11-12,platinum3,4005,134,4,5,2,3,2,0
2023-11-05,2023-11-12,platinum3,4007,134,4,5,2,5,1,0
2023-11-05,2023-11-12,platinum3,4003,134,4,5,2,5,1,1
2023-11-05,2023-11-12,platinum3,4006,134,4,5,2,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,4,5,3,2,1,0
2023-11-05,2023-11-12,platinum3,4009,134,4,5,3,4,2,1
2023-11-05,2023-11-12,platinum3,4007,134,4,5,3,4,2,1
2023-11-05,2023-11-12,platinum3,4008,134,4,5,3,4,2,0
2023-11-05,2023-11-12,platinum3,4003,134,4,5,3,4,2,1
2023-11-05,2023-11-12,platinum3,4005,134,4,5,3,4,2,1
2023-11-05,2023-11-12,platinum3,4009,134,4,5,3,5,2,0
2023-11-05,2023-11-12,platinum3,4005,134,4,5,3,5,2,1
2023-11-05,2023-11-12,platinum3,4007,134,4,5,3,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,4,5,3,5,2,0
2023-11-05,2023-11-12,platinum3,4007,134,4,5,4,2,1,0
2023-11-05,2023-11-12,platinum3,4007,134,4,5,4,5,1,0
2023-11-05,2023-11-12,platinum3,4003,134,4,5,4,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,4,5,4,5,1,1
2023-11-05,2023-11-12,platinum3,4009,134,4,5,4,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,4,5,5,1,2,2
2023-11-05,2023-11-12,platinum3,4006,134,4,5,5,1,3,1
2023-11-05,2023-11-12,platinum3,4008,134,4,5,5,1,2,2
2023-11-05,2023-11-12,platinum3,4009,134,4,5,5,1,1,1
2023-11-05,2023-11-12,platinum3,4007,134,4,5,5,1,1,0
2023-11-05,2023-11-12,platinum3,4006,134,4,5,5,2,1,0
2023-11-05,2023-11-12,platinum3,4007,134,4,5,5,3,1,0
2023-11-05,2023-11-12,platinum3,4006,134,4,5,6,5,1,0
2023-11-05,2023-11-12,platinum3,4005,134,4,5,6,5,1,1
2023-11-05,2023-11-12,platinum3,4008,134,4,5,6,5,1,1
2023-11-05,2023-11-12,platinum3,4009,134,4,5,6,5,2,1
2023-11-05,2023-11-12,platinum3,4003,134,4,5,6,5,1,1
2023-11-05,2023-11-12,platinum3,4007,134,4,5,6,5,3,2
2023-11-05,2023-11-12,platinum3,4005,134,5,1,2,6,1,0
2023-11-05,2023-11-12,platinum3,4007,134,5,1,2,6,1,1
2023-11-05,2023-11-12,platinum3,4007,134,5,1,3,2,1,1
2023-11-05,2023-11-12,platinum3,4009,134,5,2,1,2,3,0
2023-11-05,2023-11-12,platinum3,4003,134,5,2,1,2,2,2
2023-11-05,2023-11-12,platinum3,4007,134,5,2,1,2,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,2,1,2,3,2
2023-11-05,2023-11-12,platinum3,4008,134,5,2,2,3,5,2
2023-11-05,2023-11-12,platinum3,4007,134,5,2,2,3,5,3
2023-11-05,2023-11-12,platinum3,4009,134,5,2,2,3,8,4
2023-11-05,2023-11-12,platinum3,4006,134,5,2,2,3,5,4
2023-11-05,2023-11-12,platinum3,4005,134,5,2,2,3,2,0
2023-11-05,2023-11-12,platinum3,4003,134,5,2,2,3,5,4
2023-11-05,2023-11-12,platinum3,4006,134,5,2,2,4,8,4
2023-11-05,2023-11-12,platinum3,4009,134,5,2,2,4,2,2
2023-11-05,2023-11-12,platinum3,4007,134,5,2,2,4,6,3
2023-11-05,2023-11-12,platinum3,4005,134,5,2,2,4,2,1
2023-11-05,2023-11-12,platinum3,4008,134,5,2,2,4,2,0
2023-11-05,2023-11-12,platinum3,4003,134,5,2,2,4,3,1
2023-11-05,2023-11-12,platinum3,4007,134,5,2,2,5,1,0
2023-11-05,2023-11-12,platinum3,4006,134,5,2,2,5,1,1
2023-11-05,2023-11-12,platinum3,4008,134,5,2,2,6,1,0
2023-11-05,2023-11-12,platinum3,4006,134,5,2,3,2,3,2
2023-11-05,2023-11-12,platinum3,4007,134,5,2,3,2,4,3
2023-11-05,2023-11-12,platinum3,4008,134,5,2,3,2,3,2
2023-11-05,2023-11-12,platinum3,4003,134,5,2,3,2,2,2
2023-11-05,2023-11-12,platinum3,4005,134,5,2,3,2,4,3
2023-11-05,2023-11-12,platinum3,4009,134,5,2,3,2,4,4
2023-11-05,2023-11-12,platinum3,4009,134,5,2,3,4,1,0
2023-11-05,2023-11-12,platinum3,4007,134,5,2,3,4,2,1
2023-11-05,2023-11-12,platinum3,4005,134,5,2,3,4,1,1
2023-11-05,2023-11-12,platinum3,4008,134,5,2,3,4,1,0
2023-11-05,2023-11-12,platinum3,4006,134,5,2,3,4,3,2
2023-11-05,2023-11-12,platinum3,4003,134,5,2,3,5,2,1
2023-11-05,2023-11-12,platinum3,4006,134,5,2,3,5,2,2
2023-11-05,2023-11-12,platinum3,4008,134,5,2,3,5,2,0
2023-11-05,2023-11-12,platinum3,4005,134,5,2,3,5,1,0
2023-11-05,2023-11-12,platinum3,4009,134,5,2,3,5,7,4
2023-11-05,2023-11-12,platinum3,4007,134,5,2,3,5,3,2
2023-11-05,2023-11-12,platinum3,4008,134,5,2,3,6,2,2
2023-11-05,2023-11-12,platinum3,4003,134,5,2,3,6,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,2,3,6,4,2
2023-11-05,2023-11-12,platinum3,4005,134,5,2,3,6,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,2,4,1,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,2,5,3,1,1
2023-11-05,2023-11-12,platinum3,4007,134,5,3,1,5,1,1
2023-11-05,2023-11-12,platinum3,4003,134,5,3,1,5,1,1
2023-11-05,2023-11-12,platinum3,4009,134,5,3,1,5,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,3,1,5,1,1
2023-11-05,2023-11-12,platinum3,4005,134,5,3,2,4,1,0
2023-11-05,2023-11-12,platinum3,4008,134,5,3,3,4,1,0
2023-11-05,2023-11-12,platinum3,4006,134,5,3,3,4,1,0
2023-11-05,2023-11-12,platinum3,4007,134,5,3,3,4,1,1
2023-11-05,2023-11-12,platinum3,4008,134,5,4,1,2,3,0
2023-11-05,2023-11-12,platinum3,4007,134,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum3,4006,134,5,4,2,3,1,1
2023-11-05,2023-11-12,platinum3,4003,134,5,4,2,3,1,0
2023-11-05,2023-11-12,platinum3,4009,134,5,4,3,2,1,0
2023-11-05,2023-11-12,platinum3,4009,134,5,4,3,4,2,0
2023-11-05,2023-11-12,platinum3,4005,134,5,4,3,4,4,3
2023-11-05,2023-11-12,platinum3,4003,134,5,4,3,5,2,1
2023-11-05,2023-11-12,platinum3,4009,134,5,4,3,5,3,1
2023-11-05,2023-11-12,platinum3,4006,134,5,4,3,5,6,3
2023-11-05,2023-11-12,platinum3,4008,134,5,4,3,5,1,1
2023-11-05,2023-11-12,platinum3,4007,134,5,4,3,5,3,1
2023-11-05,2023-11-12,platinum3,4005,134,5,4,3,5,4,1
2023-11-05,2023-11-12,platinum3,4006,134,5,4,3,6,1,0
2023-11-05,2023-11-12,platinum3,4003,134,5,4,3,6,1,1
2023-11-05,2023-11-12,platinum3,4007,134,5,4,3,6,1,1
2023-11-05,2023-11-12,platinum3,4005,134,5,4,3,6,1,1
2023-11-05,2023-11-12,platinum3,4009,134,5,4,3,6,2,0
2023-11-05,2023-11-12,platinum3,4007,134,5,4,4,5,1,1
2023-11-05,2023-11-12,platinum3,4005,134,5,4,5,2,1,0
2023-11-05,2023-11-12,platinum3,4003,134,5,4,5,2,2,1
2023-11-05,2023-11-12,platinum3,4006,134,5,4,5,2,1,1
2023-11-05,2023-11-12,platinum3,4003,134,5,4,5,3,2,1
2023-11-05,2023-11-12,platinum3,4007,134,5,4,5,3,2,1
2023-11-05,2023-11-12,platinum3,4006,134,5,4,5,3,3,1
2023-11-05,2023-11-12,platinum3,4008,134,5,4,5,3,2,2
2023-11-05,2023-11-12,platinum3,4009,134,5,4,5,3,1,1
2023-11-05,2023-11-12,platinum3,4005,134,5,4,5,3,4,2
2023-11-05,2023-11-12,platinum3,4006,134,5,4,6,3,1,1
