date_from,date_to,tier,map,legend,abi_1,abi_2,charm_1,charm_2,match_count,win_count
2023-11-05,2023-11-12,platinum2,4005,137,2,5,6,1,1,1
2023-11-05,2023-11-12,platinum2,4008,137,2,5,6,2,1,1
2023-11-05,2023-11-12,platinum2,4003,137,2,5,6,2,1,0
2023-11-05,2023-11-12,platinum2,4005,137,2,5,6,2,1,0
2023-11-05,2023-11-12,platinum2,4007,137,3,2,6,2,1,0
2023-11-05,2023-11-12,platinum2,4009,137,3,2,6,2,1,0
2023-11-05,2023-11-12,platinum2,4005,137,3,5,2,1,5,2
2023-11-05,2023-11-12,platinum2,4009,137,3,5,2,1,12,6
2023-11-05,2023-11-12,platinum2,4006,137,3,5,2,1,5,3
2023-11-05,2023-11-12,platinum2,4007,137,3,5,2,1,2,1
2023-11-05,2023-11-12,platinum2,4003,137,3,5,2,1,5,4
2023-11-05,2023-11-12,platinum2,4008,137,3,5,2,1,4,2
2023-11-05,2023-11-12,platinum2,4003,137,3,5,2,6,3,2
2023-11-05,2023-11-12,platinum2,4005,137,3,5,2,6,1,0
2023-11-05,2023-11-12,platinum2,4008,137,3,5,6,1,2,1
2023-11-05,2023-11-12,platinum2,4007,137,3,5,6,1,1,1
2023-11-05,2023-11-12,platinum2,4005,137,3,5,6,1,2,0
2023-11-05,2023-11-12,platinum2,4006,137,3,5,6,1,4,1
2023-11-05,2023-11-12,platinum2,4009,137,3,5,6,1,1,0
2023-11-05,2023-11-12,platinum2,4008,137,3,5,6,2,2,1
2023-11-05,2023-11-12,platinum2,4005,137,3,5,6,2,2,2
2023-11-05,2023-11-12,platinum2,4006,137,3,5,6,2,1,1
2023-11-05,2023-11-12,platinum2,4009,137,4,2,2,1,4,2
2023-11-05,2023-11-12,platinum2,4003,137,4,2,2,1,2,1
2023-11-05,2023-11-12,platinum2,4006,137,4,2,2,1,4,1
2023-11-05,2023-11-12,platinum2,4007,137,4,2,2,1,4,1
2023-11-05,2023-11-12,platinum2,4005,137,4,2,2,1,4,4
2023-11-05,2023-11-12,platinum2,4003,137,4,5,1,2,2,1
2023-11-05,2023-11-12,platinum2,4006,137,4,5,1,2,1,1
2023-11-05,2023-11-12,platinum2,4009,137,4,5,1,2,2,0
2023-11-05,2023-11-12,platinum2,4005,137,4,5,1,2,2,2
2023-11-05,2023-11-12,platinum2,4003,137,4,5,2,1,1,0
2023-11-05,2023-11-12,platinum2,4007,137,4,5,2,1,2,1
2023-11-05,2023-11-12,platinum2,4005,137,4,5,2,1,1,1
2023-11-05,2023-11-12,platinum2,4009,137,4,5,2,1,1,1
2023-11-05,2023-11-12,platinum2,4008,137,4,5,2,4,1,0
2023-11-05,2023-11-12,platinum2,4003,137,4,5,3,1,1,1
2023-11-05,2023-11-12,platinum2,4007,137,4,5,6,2,1,1
2023-11-05,2023-11-12,platinum2,4006,137,4,5,6,2,2,1
2023-11-05,2023-11-12,platinum2,4003,137,4,5,6,2,1,1
2023-11-05,2023-11-12,platinum2,4009,137,4,5,6,2,2,2
2023-11-05,2023-11-12,platinum2,4005,137,4,5,6,2,2,1
2023-11-05,2023-11-12,platinum2,4008,137,5,1,1,4,1,0
2023-11-05,2023-11-12,platinum2,4009,137,5,1,1,4,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,1,1,4,1,0
2023-11-05,2023-11-12,platinum2,4008,137,5,1,1,6,2,1
2023-11-05,2023-11-12,platinum2,4006,137,5,1,1,6,4,2
2023-11-05,2023-11-12,platinum2,4005,137,5,1,1,6,4,3
2023-11-05,2023-11-12,platinum2,4003,137,5,1,1,6,2,2
2023-11-05,2023-11-12,platinum2,4007,137,5,1,1,6,5,4
2023-11-05,2023-11-12,platinum2,4003,137,5,1,2,1,5,2
2023-11-05,2023-11-12,platinum2,4006,137,5,1,2,1,2,1
2023-11-05,2023-11-12,platinum2,4005,137,5,1,2,1,2,2
2023-11-05,2023-11-12,platinum2,4008,137,5,1,2,1,4,2
2023-11-05,2023-11-12,platinum2,4009,137,5,1,2,1,6,3
2023-11-05,2023-11-12,platinum2,4007,137,5,1,2,1,4,4
2023-11-05,2023-11-12,platinum2,4008,137,5,1,2,3,1,0
2023-11-05,2023-11-12,platinum2,4005,137,5,1,2,3,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,1,2,4,2,0
2023-11-05,2023-11-12,platinum2,4006,137,5,1,2,4,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,1,2,4,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,1,2,6,6,3
2023-11-05,2023-11-12,platinum2,4003,137,5,1,2,6,6,2
2023-11-05,2023-11-12,platinum2,4005,137,5,1,2,6,7,4
2023-11-05,2023-11-12,platinum2,4007,137,5,1,2,6,8,6
2023-11-05,2023-11-12,platinum2,4009,137,5,1,2,6,6,6
2023-11-05,2023-11-12,platinum2,4008,137,5,1,2,6,4,2
2023-11-05,2023-11-12,platinum2,4003,137,5,1,4,1,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,1,4,2,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,1,4,2,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,1,6,1,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,1,6,1,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,1,6,1,1,1
2023-11-05,2023-11-12,platinum2,4009,137,5,1,6,2,3,1
2023-11-05,2023-11-12,platinum2,4003,137,5,1,6,2,4,2
2023-11-05,2023-11-12,platinum2,4005,137,5,1,6,2,3,3
2023-11-05,2023-11-12,platinum2,4006,137,5,1,6,2,3,1
2023-11-05,2023-11-12,platinum2,4009,137,5,1,6,4,1,0
2023-11-05,2023-11-12,platinum2,4003,137,5,1,6,4,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,1,6,4,1,0
2023-11-05,2023-11-12,platinum2,4008,137,5,1,6,4,3,1
2023-11-05,2023-11-12,platinum2,4003,137,5,2,1,2,9,5
2023-11-05,2023-11-12,platinum2,4009,137,5,2,1,2,13,6
2023-11-05,2023-11-12,platinum2,4008,137,5,2,1,2,2,1
2023-11-05,2023-11-12,platinum2,4005,137,5,2,1,2,12,8
2023-11-05,2023-11-12,platinum2,4007,137,5,2,1,2,12,7
2023-11-05,2023-11-12,platinum2,4006,137,5,2,1,2,11,9
2023-11-05,2023-11-12,platinum2,4005,137,5,2,1,3,1,0
2023-11-05,2023-11-12,platinum2,4003,137,5,2,1,4,1,1
2023-11-05,2023-11-12,platinum2,4009,137,5,2,1,6,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,2,2,1,5,3
2023-11-05,2023-11-12,platinum2,4007,137,5,2,2,1,3,2
2023-11-05,2023-11-12,platinum2,4008,137,5,2,2,1,2,1
2023-11-05,2023-11-12,platinum2,4006,137,5,2,2,1,2,1
2023-11-05,2023-11-12,platinum2,4009,137,5,2,2,1,3,1
2023-11-05,2023-11-12,platinum2,4005,137,5,2,2,1,3,1
2023-11-05,2023-11-12,platinum2,4003,137,5,2,2,6,7,2
2023-11-05,2023-11-12,platinum2,4008,137,5,2,2,6,5,2
2023-11-05,2023-11-12,platinum2,4007,137,5,2,2,6,6,3
2023-11-05,2023-11-12,platinum2,4006,137,5,2,2,6,7,4
2023-11-05,2023-11-12,platinum2,4009,137,5,2,2,6,9,6
2023-11-05,2023-11-12,platinum2,4005,137,5,2,2,6,9,2
2023-11-05,2023-11-12,platinum2,4009,137,5,2,4,1,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,2,4,1,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,2,4,1,2,2
2023-11-05,2023-11-12,platinum2,4003,137,5,2,4,3,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,2,4,5,1,1
2023-11-05,2023-11-12,platinum2,4006,137,5,2,6,2,3,1
2023-11-05,2023-11-12,platinum2,4007,137,5,2,6,2,2,2
2023-11-05,2023-11-12,platinum2,4003,137,5,2,6,2,3,2
2023-11-05,2023-11-12,platinum2,4005,137,5,2,6,2,2,2
2023-11-05,2023-11-12,platinum2,4008,137,5,2,6,2,6,3
2023-11-05,2023-11-12,platinum2,4009,137,5,2,6,2,4,1
2023-11-05,2023-11-12,platinum2,4005,137,5,3,1,6,1,0
2023-11-05,2023-11-12,platinum2,4007,137,5,3,2,6,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,3,2,6,1,0
2023-11-05,2023-11-12,platinum2,4009,137,5,3,2,6,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,3,2,6,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,3,2,6,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,3,2,6,2,1
2023-11-05,2023-11-12,platinum2,4006,137,5,3,5,6,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,3,5,6,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,3,5,6,1,0
2023-11-05,2023-11-12,platinum2,4007,137,5,3,5,6,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,3,5,6,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,3,6,3,1,0
2023-11-05,2023-11-12,platinum2,4009,137,5,3,6,3,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum2,4003,137,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,4,1,2,4,3
2023-11-05,2023-11-12,platinum2,4009,137,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,4,2,1,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,4,2,1,2,2
2023-11-05,2023-11-12,platinum2,4007,137,5,4,2,1,1,0
2023-11-05,2023-11-12,platinum2,4006,137,5,4,2,4,4,1
2023-11-05,2023-11-12,platinum2,4005,137,5,4,2,4,2,2
2023-11-05,2023-11-12,platinum2,4008,137,5,4,2,4,3,0
2023-11-05,2023-11-12,platinum2,4009,137,5,4,2,4,3,0
2023-11-05,2023-11-12,platinum2,4007,137,5,4,2,4,3,3
2023-11-05,2023-11-12,platinum2,4008,137,5,4,2,6,2,0
2023-11-05,2023-11-12,platinum2,4009,137,5,4,2,6,1,0
2023-11-05,2023-11-12,platinum2,4008,137,5,4,3,4,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,4,3,4,1,1
2023-11-05,2023-11-12,platinum2,4003,137,5,4,3,4,3,3
2023-11-05,2023-11-12,platinum2,4006,137,5,4,3,4,3,2
2023-11-05,2023-11-12,platinum2,4007,137,5,4,3,4,2,0
2023-11-05,2023-11-12,platinum2,4003,137,5,4,4,2,1,1
2023-11-05,2023-11-12,platinum2,4005,137,5,4,4,2,1,1
2023-11-05,2023-11-12,platinum2,4007,137,5,4,4,5,1,1
2023-11-05,2023-11-12,platinum2,4008,137,5,4,4,5,2,2
2023-11-05,2023-11-12,platinum2,4005,137,5,4,4,6,1,1
2023-11-05,2023-11-12,platinum2,4009,137,5,4,4,6,1,0
2023-11-05,2023-11-12,platinum2,4007,137,5,4,4,6,1,1
2023-11-05,2023-11-12,platinum2,4006,137,5,4,4,6,1,1
2023-11-05,2023-11-12,platinum2,4009,137,5,4,5,2,1,0
2023-11-05,2023-11-12,platinum2,4008,137,5,4,5,2,1,0
2023-11-05,2023-11-12,platinum1,4008,101,1,5,1,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,1,5,1,3,2,1
2023-11-05,2023-11-12,platinum1,4009,101,1,5,1,3,1,0
2023-11-05,2023-11-12,platinum1,4008,101,1,5,2,3,1,1
2023-11-05,2023-11-12,platinum1,4007,101,1,5,2,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,1,5,2,3,1,1
2023-11-05,2023-11-12,platinum1,4009,101,1,5,3,5,1,1
2023-11-05,2023-11-12,platinum1,4006,101,1,5,3,5,4,1
2023-11-05,2023-11-12,platinum1,4005,101,1,5,3,5,1,1
2023-11-05,2023-11-12,platinum1,4009,101,1,5,5,2,1,1
2023-11-05,2023-11-12,platinum1,4007,101,1,5,5,2,1,1
2023-11-05,2023-11-12,platinum1,4005,101,1,5,5,2,2,1
2023-11-05,2023-11-12,platinum1,4008,101,1,5,5,2,1,1
2023-11-05,2023-11-12,platinum1,4006,101,1,5,5,2,3,2
2023-11-05,2023-11-12,platinum1,4006,101,1,5,5,3,1,0
2023-11-05,2023-11-12,platinum1,4003,101,1,5,5,3,1,0
2023-11-05,2023-11-12,platinum1,4009,101,1,5,6,3,1,0
2023-11-05,2023-11-12,platinum1,4003,101,1,5,6,3,1,0
2023-11-05,2023-11-12,platinum1,4007,101,1,5,6,3,1,1
2023-11-05,2023-11-12,platinum1,4003,101,2,1,5,2,1,0
2023-11-05,2023-11-12,platinum1,4006,101,2,3,1,2,1,1
2023-11-05,2023-11-12,platinum1,4007,101,2,3,1,2,1,0
2023-11-05,2023-11-12,platinum1,4007,101,2,3,2,3,1,0
2023-11-05,2023-11-12,platinum1,4003,101,2,3,3,2,1,0
2023-11-05,2023-11-12,platinum1,4006,101,2,3,3,2,1,1
2023-11-05,2023-11-12,platinum1,4008,101,2,3,4,3,2,1
2023-11-05,2023-11-12,platinum1,4008,101,2,3,5,3,2,2
2023-11-05,2023-11-12,platinum1,4007,101,2,3,6,4,1,0
2023-11-05,2023-11-12,platinum1,4009,101,2,3,6,4,1,1
2023-11-05,2023-11-12,platinum1,4005,101,2,5,2,3,3,1
2023-11-05,2023-11-12,platinum1,4007,101,2,5,2,3,5,2
2023-11-05,2023-11-12,platinum1,4008,101,2,5,2,3,5,3
2023-11-05,2023-11-12,platinum1,4006,101,2,5,2,3,2,0
2023-11-05,2023-11-12,platinum1,4009,101,2,5,2,3,6,5
2023-11-05,2023-11-12,platinum1,4003,101,2,5,2,3,1,0
2023-11-05,2023-11-12,platinum1,4007,101,2,5,3,1,1,1
2023-11-05,2023-11-12,platinum1,4006,101,2,5,3,4,1,0
2023-11-05,2023-11-12,platinum1,4007,101,2,5,3,4,1,1
2023-11-05,2023-11-12,platinum1,4009,101,3,2,2,3,1,1
2023-11-05,2023-11-12,platinum1,4008,101,3,2,2,3,3,1
2023-11-05,2023-11-12,platinum1,4007,101,3,2,2,3,2,2
2023-11-05,2023-11-12,platinum1,4006,101,3,2,2,3,1,0
2023-11-05,2023-11-12,platinum1,4007,101,3,2,3,1,2,0
2023-11-05,2023-11-12,platinum1,4005,101,3,2,3,1,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,2,3,4,3,0
2023-11-05,2023-11-12,platinum1,4007,101,3,2,5,3,1,1
2023-11-05,2023-11-12,platinum1,4009,101,3,2,5,3,1,1
2023-11-05,2023-11-12,platinum1,4003,101,3,2,5,3,1,1
2023-11-05,2023-11-12,platinum1,4008,101,3,4,1,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,4,2,1,1,0
2023-11-05,2023-11-12,platinum1,4009,101,3,4,2,1,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,4,2,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,4,3,1,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,4,3,1,1,0
2023-11-05,2023-11-12,platinum1,4003,101,3,4,3,1,1,1
2023-11-05,2023-11-12,platinum1,4003,101,3,4,3,4,2,0
2023-11-05,2023-11-12,platinum1,4006,101,3,4,3,4,8,4
2023-11-05,2023-11-12,platinum1,4005,101,3,4,3,4,5,5
2023-11-05,2023-11-12,platinum1,4009,101,3,4,3,4,1,0
2023-11-05,2023-11-12,platinum1,4007,101,3,4,3,4,4,1
2023-11-05,2023-11-12,platinum1,4008,101,3,4,3,4,7,3
2023-11-05,2023-11-12,platinum1,4007,101,3,4,3,5,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,4,4,1,1,0
2023-11-05,2023-11-12,platinum1,4003,101,3,4,4,2,1,0
2023-11-05,2023-11-12,platinum1,4006,101,3,4,4,2,1,0
2023-11-05,2023-11-12,platinum1,4003,101,3,4,4,5,1,1
2023-11-05,2023-11-12,platinum1,4007,101,3,4,4,5,1,0
2023-11-05,2023-11-12,platinum1,4009,101,3,4,4,5,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,4,5,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,5,1,3,1,0
2023-11-05,2023-11-12,platinum1,4009,101,3,5,1,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,5,1,3,1,0
2023-11-05,2023-11-12,platinum1,4006,101,3,5,2,3,10,6
2023-11-05,2023-11-12,platinum1,4003,101,3,5,2,3,12,5
2023-11-05,2023-11-12,platinum1,4008,101,3,5,2,3,8,4
2023-11-05,2023-11-12,platinum1,4005,101,3,5,2,3,9,6
2023-11-05,2023-11-12,platinum1,4007,101,3,5,2,3,8,5
2023-11-05,2023-11-12,platinum1,4009,101,3,5,2,3,5,3
2023-11-05,2023-11-12,platinum1,4006,101,3,5,2,4,1,0
2023-11-05,2023-11-12,platinum1,4003,101,3,5,2,5,3,2
2023-11-05,2023-11-12,platinum1,4008,101,3,5,2,5,2,1
2023-11-05,2023-11-12,platinum1,4007,101,3,5,2,5,1,1
2023-11-05,2023-11-12,platinum1,4009,101,3,5,2,6,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,5,3,2,3,2
2023-11-05,2023-11-12,platinum1,4003,101,3,5,3,2,2,1
2023-11-05,2023-11-12,platinum1,4005,101,3,5,3,2,5,3
2023-11-05,2023-11-12,platinum1,4008,101,3,5,3,2,2,0
2023-11-05,2023-11-12,platinum1,4007,101,3,5,3,2,3,0
2023-11-05,2023-11-12,platinum1,4009,101,3,5,3,2,3,3
2023-11-05,2023-11-12,platinum1,4003,101,3,5,3,4,1,0
2023-11-05,2023-11-12,platinum1,4005,101,3,5,3,4,4,2
2023-11-05,2023-11-12,platinum1,4009,101,3,5,3,4,3,2
2023-11-05,2023-11-12,platinum1,4006,101,3,5,3,4,1,1
2023-11-05,2023-11-12,platinum1,4008,101,3,5,3,4,1,1
2023-11-05,2023-11-12,platinum1,4007,101,3,5,3,5,1,0
2023-11-05,2023-11-12,platinum1,4003,101,3,5,3,5,1,1
2023-11-05,2023-11-12,platinum1,4009,101,3,5,3,5,1,1
2023-11-05,2023-11-12,platinum1,4006,101,3,5,3,5,1,1
2023-11-05,2023-11-12,platinum1,4008,101,3,5,3,5,2,1
2023-11-05,2023-11-12,platinum1,4008,101,3,5,4,3,2,1
2023-11-05,2023-11-12,platinum1,4009,101,3,5,4,3,1,0
2023-11-05,2023-11-12,platinum1,4007,101,3,5,4,6,1,0
2023-11-05,2023-11-12,platinum1,4006,101,3,5,5,1,1,1
2023-11-05,2023-11-12,platinum1,4008,101,3,5,5,1,1,1
2023-11-05,2023-11-12,platinum1,4003,101,3,5,5,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,3,5,5,3,1,0
2023-11-05,2023-11-12,platinum1,4008,101,3,5,5,3,2,2
2023-11-05,2023-11-12,platinum1,4007,101,3,5,5,3,2,0
2023-11-05,2023-11-12,platinum1,4009,101,3,5,5,3,1,1
2023-11-05,2023-11-12,platinum1,4007,101,3,5,6,3,1,1
2023-11-05,2023-11-12,platinum1,4009,101,3,5,6,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,4,1,2,3,1,0
2023-11-05,2023-11-12,platinum1,4009,101,4,3,1,3,1,0
2023-11-05,2023-11-12,platinum1,4006,101,4,3,2,5,2,1
2023-11-05,2023-11-12,platinum1,4003,101,4,3,2,6,3,3
2023-11-05,2023-11-12,platinum1,4005,101,4,3,2,6,1,0
2023-11-05,2023-11-12,platinum1,4007,101,4,3,3,4,1,1
2023-11-05,2023-11-12,platinum1,4005,101,4,3,3,4,2,1
2023-11-05,2023-11-12,platinum1,4008,101,4,3,4,3,1,0
2023-11-05,2023-11-12,platinum1,4009,101,4,3,4,3,4,2
2023-11-05,2023-11-12,platinum1,4005,101,4,3,4,3,4,1
2023-11-05,2023-11-12,platinum1,4006,101,4,3,4,3,3,1
2023-11-05,2023-11-12,platinum1,4007,101,4,3,4,3,2,2
2023-11-05,2023-11-12,platinum1,4003,101,4,3,4,3,5,5
2023-11-05,2023-11-12,platinum1,4005,101,4,5,1,3,1,1
2023-11-05,2023-11-12,platinum1,4003,101,4,5,1,3,1,0
2023-11-05,2023-11-12,platinum1,4003,101,4,5,2,6,4,2
2023-11-05,2023-11-12,platinum1,4009,101,4,5,2,6,5,3
2023-11-05,2023-11-12,platinum1,4007,101,4,5,2,6,8,4
2023-11-05,2023-11-12,platinum1,4005,101,4,5,2,6,4,4
2023-11-05,2023-11-12,platinum1,4006,101,4,5,2,6,4,2
2023-11-05,2023-11-12,platinum1,4008,101,4,5,2,6,4,2
2023-11-05,2023-11-12,platinum1,4005,101,4,5,3,2,2,2
2023-11-05,2023-11-12,platinum1,4009,101,4,5,3,2,2,1
2023-11-05,2023-11-12,platinum1,4008,101,4,5,3,2,1,1
2023-11-05,2023-11-12,platinum1,4006,101,4,5,3,2,1,0
2023-11-05,2023-11-12,platinum1,4008,101,4,5,4,5,1,1
2023-11-05,2023-11-12,platinum1,4006,101,4,5,4,5,1,1
2023-11-05,2023-11-12,platinum1,4005,101,4,5,5,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,5,1,2,3,1,1
2023-11-05,2023-11-12,platinum1,4003,101,5,1,2,3,2,1
2023-11-05,2023-11-12,platinum1,4003,101,5,1,3,2,3,1
2023-11-05,2023-11-12,platinum1,4008,101,5,1,3,2,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,1,3,2,2,0
2023-11-05,2023-11-12,platinum1,4009,101,5,1,3,2,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,1,3,5,1,1
2023-11-05,2023-11-12,platinum1,4009,101,5,1,4,3,3,2
2023-11-05,2023-11-12,platinum1,4007,101,5,1,4,3,2,2
2023-11-05,2023-11-12,platinum1,4008,101,5,1,4,3,5,4
2023-11-05,2023-11-12,platinum1,4005,101,5,1,4,3,2,1
2023-11-05,2023-11-12,platinum1,4003,101,5,1,4,3,2,0
2023-11-05,2023-11-12,platinum1,4006,101,5,1,4,3,3,1
2023-11-05,2023-11-12,platinum1,4009,101,5,1,5,1,2,0
2023-11-05,2023-11-12,platinum1,4005,101,5,1,5,1,1,0
2023-11-05,2023-11-12,platinum1,4006,101,5,1,5,1,2,0
2023-11-05,2023-11-12,platinum1,4008,101,5,1,5,1,1,0
2023-11-05,2023-11-12,platinum1,4003,101,5,1,5,3,2,2
2023-11-05,2023-11-12,platinum1,4005,101,5,1,5,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,2,1,4,1,1
2023-11-05,2023-11-12,platinum1,4003,101,5,2,1,4,1,0
2023-11-05,2023-11-12,platinum1,4006,101,5,2,2,3,3,1
2023-11-05,2023-11-12,platinum1,4005,101,5,2,3,1,1,0
2023-11-05,2023-11-12,platinum1,4008,101,5,2,3,4,2,0
2023-11-05,2023-11-12,platinum1,4007,101,5,2,5,3,2,1
2023-11-05,2023-11-12,platinum1,4008,101,5,2,5,3,1,1
2023-11-05,2023-11-12,platinum1,4005,101,5,2,5,3,1,0
2023-11-05,2023-11-12,platinum1,4006,101,5,2,5,3,1,1
2023-11-05,2023-11-12,platinum1,4008,101,5,2,6,5,1,0
2023-11-05,2023-11-12,platinum1,4008,101,5,3,2,1,1,0
2023-11-05,2023-11-12,platinum1,4007,101,5,3,2,3,2,1
2023-11-05,2023-11-12,platinum1,4009,101,5,3,2,3,2,2
2023-11-05,2023-11-12,platinum1,4005,101,5,3,2,3,3,2
2023-11-05,2023-11-12,platinum1,4003,101,5,3,2,3,6,4
2023-11-05,2023-11-12,platinum1,4008,101,5,3,2,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,3,2,3,4,1
2023-11-05,2023-11-12,platinum1,4007,101,5,3,2,5,1,0
2023-11-05,2023-11-12,platinum1,4009,101,5,3,2,5,2,2
2023-11-05,2023-11-12,platinum1,4005,101,5,3,3,1,2,2
2023-11-05,2023-11-12,platinum1,4005,101,5,3,3,2,5,3
2023-11-05,2023-11-12,platinum1,4007,101,5,3,3,2,3,0
2023-11-05,2023-11-12,platinum1,4006,101,5,3,3,2,5,4
2023-11-05,2023-11-12,platinum1,4009,101,5,3,3,2,1,1
2023-11-05,2023-11-12,platinum1,4003,101,5,3,3,2,4,2
2023-11-05,2023-11-12,platinum1,4008,101,5,3,3,2,3,1
2023-11-05,2023-11-12,platinum1,4005,101,5,3,3,4,1,0
2023-11-05,2023-11-12,platinum1,4007,101,5,3,3,4,1,0
2023-11-05,2023-11-12,platinum1,4006,101,5,3,3,5,6,3
2023-11-05,2023-11-12,platinum1,4009,101,5,3,3,5,2,0
2023-11-05,2023-11-12,platinum1,4008,101,5,3,3,5,2,2
2023-11-05,2023-11-12,platinum1,4007,101,5,3,3,5,3,2
2023-11-05,2023-11-12,platinum1,4003,101,5,3,3,5,4,2
2023-11-05,2023-11-12,platinum1,4005,101,5,3,3,5,2,2
2023-11-05,2023-11-12,platinum1,4003,101,5,3,4,3,4,2
2023-11-05,2023-11-12,platinum1,4009,101,5,3,4,3,1,0
2023-11-05,2023-11-12,platinum1,4008,101,5,3,4,3,3,2
2023-11-05,2023-11-12,platinum1,4005,101,5,3,4,3,1,1
2023-11-05,2023-11-12,platinum1,4007,101,5,3,4,3,3,1
2023-11-05,2023-11-12,platinum1,4006,101,5,3,4,3,2,0
2023-11-05,2023-11-12,platinum1,4008,101,5,3,4,5,3,2
2023-11-05,2023-11-12,platinum1,4009,101,5,3,4,5,2,2
2023-11-05,2023-11-12,platinum1,4006,101,5,3,4,5,1,1
2023-11-05,2023-11-12,platinum1,4005,101,5,3,4,5,2,1
2023-11-05,2023-11-12,platinum1,4003,101,5,3,4,5,2,1
2023-11-05,2023-11-12,platinum1,4007,101,5,3,4,5,2,1
2023-11-05,2023-11-12,platinum1,4009,101,5,3,5,2,1,0
2023-11-05,2023-11-12,platinum1,4006,101,5,3,5,2,2,2
2023-11-05,2023-11-12,platinum1,4008,101,5,3,5,3,3,2
2023-11-05,2023-11-12,platinum1,4006,101,5,4,1,2,1,0
2023-11-05,2023-11-12,platinum1,4009,101,5,4,1,2,1,1
2023-11-05,2023-11-12,platinum1,4003,101,5,4,1,4,1,1
2023-11-05,2023-11-12,platinum1,4008,101,5,4,2,3,1,1
2023-11-05,2023-11-12,platinum1,4003,101,5,4,2,3,1,0
2023-11-05,2023-11-12,platinum1,4009,101,5,4,2,4,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,4,3,5,2,1
2023-11-05,2023-11-12,platinum1,4003,101,5,4,3,5,1,1
2023-11-05,2023-11-12,platinum1,4009,101,5,4,3,5,1,1
2023-11-05,2023-11-12,platinum1,4008,101,5,4,3,6,1,1
2023-11-05,2023-11-12,platinum1,4007,101,5,4,5,3,2,1
2023-11-05,2023-11-12,platinum1,4008,101,5,4,5,3,2,1
2023-11-05,2023-11-12,platinum1,4009,101,5,4,5,3,3,1
2023-11-05,2023-11-12,platinum1,4005,101,5,4,5,3,1,1
2023-11-05,2023-11-12,platinum1,4006,101,5,4,5,3,1,1
2023-11-05,2023-11-12,platinum1,4006,102,1,2,2,1,2,0
2023-11-05,2023-11-12,platinum1,4007,102,1,2,2,1,8,4
2023-11-05,2023-11-12,platinum1,4009,102,1,2,2,1,7,4
2023-11-05,2023-11-12,platinum1,4005,102,1,2,2,1,4,3
2023-11-05,2023-11-12,platinum1,4008,102,1,2,2,1,8,4
2023-11-05,2023-11-12,platinum1,4003,102,1,2,2,1,4,2
2023-11-05,2023-11-12,platinum1,4003,102,1,2,6,2,1,0
2023-11-05,2023-11-12,platinum1,4005,102,1,3,2,5,1,0
