date_from,date_to,tier,map,legend,match_count,win_count,win_pct,abi1,abi2,abi3,abi4,abi5,abi0,e_blue,e_pink,e_yellow,e_green,e_red,e_gray
2023-11-05,2023-11-12,platinum3,strato,cat,1,1,100.0,0,0,1,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,cat,1,0,0.0,0,0,1,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,cat,1,1,100.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,ducky,1,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,ducky,1,1,100.0,1,1,0,0,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,night,ducky,1,0,0.0,1,1,0,0,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,fac,ducky,1,1,100.0,1,1,0,0,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,noon,ducky,1,1,100.0,1,1,0,0,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,ducky,2,2,100.0,1,0,1,0,0,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,proto,ducky,1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,ducky,1,1,100.0,1,0,1,0,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,ducky,2,1,50.0,1,0,0,1,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,sunset,ducky,1,1,100.0,1,0,0,1,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,proto,ducky,1,1,100.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,1,100.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,strato,ducky,1,0,0.0,1,0,0,0,1,0,0,1,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,ducky,1,1,100.0,1,0,0,0,1,0,0,1,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,ducky,4,2,50.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,proto,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,fac,ducky,1,1,100.0,1,0,0,0,1,0,0,1,1,0,0,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,night,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,ducky,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,ducky,3,1,33.33333333333333,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,noon,ducky,3,3,100.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,proto,ducky,2,2,100.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,ducky,2,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,ducky,2,1,50.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,ducky,4,3,75.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,strato,ducky,1,1,100.0,1,1,0,0,0,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,night,ducky,1,1,100.0,1,1,0,0,0,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,1,100.0,1,1,0,0,0,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,noon,ducky,1,1,100.0,1,1,0,0,0,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,ducky,1,1,100.0,1,1,0,0,0,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,night,ducky,1,1,100.0,1,1,0,0,0,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,ducky,1,0,0.0,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,fac,ducky,2,1,50.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,ducky,1,1,100.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,0,0.0,0,0,0,1,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,ducky,2,1,50.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,noon,ducky,2,0,0.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,night,ducky,4,3,75.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,proto,ducky,2,1,50.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,fac,ducky,1,1,100.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,sunset,ducky,1,0,0.0,1,0,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,ducky,3,1,33.33333333333333,1,0,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,ducky,2,2,100.0,1,0,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,ducky,1,0,0.0,1,0,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,ducky,2,2,100.0,1,0,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,1,0,0,0,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,1,0,0,0,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,5,4,80.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,proto,flare,3,2,66.66666666666666,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,4,1,25.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,strato,flare,4,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,1,1,0,0,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,1,0,1,0,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,0,0,1,0,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,3,1,33.33333333333333,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,1,0,0,1,0,0,1,1,0,0,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,3,3,100.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,night,flare,3,1,33.33333333333333,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,2,100.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,5,1,20.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,3,1,33.33333333333333,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,4,4,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,2,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,2,1,50.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,3,1,33.33333333333333,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,flare,2,1,50.0,1,0,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,3,2,66.66666666666666,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,2,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,0,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,noon,flare,2,1,50.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,flare,2,2,100.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,6,4,66.66666666666666,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,12,7,58.333333333333336,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,9,5,55.55555555555556,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,16,8,50.0,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,17,11,64.70588235294117,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,9,3,33.33333333333333,1,1,0,0,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,2,100.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,flare,3,0,0.0,1,1,0,0,0,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,1,1,0,0,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,1,0,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,1,0,1,0,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,2,2,100.0,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,3,1,33.33333333333333,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,3,1,33.33333333333333,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,3,1,33.33333333333333,0,1,0,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,strato,flare,2,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,strato,flare,2,0,0.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,4,1,25.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,5,2,40.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,4,3,75.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,5,3,60.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,7,5,71.42857142857143,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,1,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,2,100.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,2,1,50.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,0,1,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,strato,flare,4,3,75.0,0,1,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,2,1,50.0,0,1,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,4,2,50.0,0,1,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,strato,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,noon,flare,2,2,100.0,0,1,0,0,1,0,0,0,0,1,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,2,1,50.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,0,1,0,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,0,0,1,1,0,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,0,1,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,0,1,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,0,0,1,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,1,0,0,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,1,0,0,1,0,0,1,0,0,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,0,1,1,0,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,0,1,1,0,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,0,0,1,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,1,50.0,0,0,1,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,0,0.0,0,0,1,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,0,1,1,0,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,2,1,50.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,1,50.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,2,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,3,2,66.66666666666666,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,2,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,0,0.0,0,0,0,1,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,0,0,0,1,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,0,0,1,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,0,0,1,1,0,0,0,1,0,0,1
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,1,0,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,2,2,100.0,1,0,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,1,0,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,0,0.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,0,0.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,1,0,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,4,1,25.0,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,3,2,66.66666666666666,1,0,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,0,0.0,1,0,0,0,1,0,1,0,1,0,0,0
2023-11-05,2023-11-12,platinum3,night,flare,3,1,33.33333333333333,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,2,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,2,2,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,1,0,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,0,0.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,1,50.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,1,1,0
2023-11-05,2023-11-12,platinum3,night,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,5,4,80.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,6,5,83.33333333333334,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,proto,flare,3,1,33.33333333333333,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,sunset,flare,4,3,75.0,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,night,flare,3,2,66.66666666666666,0,1,0,0,1,0,0,0,0,0,1,1
2023-11-05,2023-11-12,platinum3,fac,flare,2,0,0.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,1,0,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,0,1,0,0,1,0,0,1,0
2023-11-05,2023-11-12,platinum3,fac,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,noon,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,strato,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,1,0,0
2023-11-05,2023-11-12,platinum3,fac,flare,2,2,100.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,sunset,flare,1,1,100.0,0,1,0,0,1,0,0,0,1,0,1,0
2023-11-05,2023-11-12,platinum3,strato,flare,2,1,50.0,0,1,0,0,1,0,0,0,1,0,1,0
